feature,importance,category
beta_power_mean_rolling_mean_5,0.003071758197620511,ROLLING_MEAN
beta_power_mean,0.003055575070902705,STATIC
sample_entropy_std_rolling_mean_5,0.0030481854919344187,ROLLING_MEAN
beta_relative_mean_stability_5,0.0030298582278192043,STABILITY
ptp_std_rolling_mean_5,0.0030053239315748215,ROLLING_MEAN
perm_entropy_max_lag1,0.0029221661388874054,LAG1
zero_crossings_std_lag1,0.0028393638785928488,LAG1
sample_entropy_std_lag3,0.002792280400171876,LAG3
spectral_entropy_std_rolling_mean_5,0.002772062784060836,ROLLING_MEAN
wavelet_energy_5_std_lag1,0.002740495139732957,LAG1
beta_relative_mean,0.00271690939553082,STATIC
higuchi_fd_max_rolling_mean_5,0.002695732982829213,ROLLING_MEAN
ptp_std_lag3,0.00269379373639822,LAG3
max_std_rolling_mean_5,0.0026937054935842752,ROLLING_MEAN
gamma_relative_mean_lag1,0.0026896758936345577,LAG1
zero_crossings_mean_lag1,0.002679123543202877,LAG1
sample_entropy_mean,0.002629227004945278,STATIC
normalized_window_index,0.002608318580314517,POSITION
perm_entropy_std_lag3,0.002602154156193137,LAG3
theta_power_mean_rolling_mean_5,0.002589563839137554,ROLLING_MEAN
wavelet_energy_5_mean_rolling_mean_5,0.0025841116439551115,ROLLING_MEAN
line_length_max,0.0025471923872828484,STATIC
iqr_max,0.0025375329423695803,STATIC
alpha_relative_max_rolling_mean_5,0.002518696943297982,ROLLING_MEAN
alpha_relative_std_rolling_mean_5,0.002482352312654257,ROLLING_MEAN
iqr_max_rolling_mean_5,0.0024800009559839964,ROLLING_MEAN
alpha_power_max_rolling_mean_5,0.002458025235682726,ROLLING_MEAN
perm_entropy_std_stability_5,0.00242438493296504,STABILITY
min_std_rolling_mean_5,0.002413336420431733,ROLLING_MEAN
theta_relative_max_rolling_mean_5,0.0023850484285503626,ROLLING_MEAN
perm_entropy_mean_lag1,0.0023442076053470373,LAG1
beta_relative_mean_rolling_mean_5,0.00230972608551383,ROLLING_MEAN
alpha_power_std,0.0023011534940451384,STATIC
line_length_std_rolling_mean_5,0.002299683168530464,ROLLING_MEAN
perm_entropy_std_rolling_mean_5,0.002287702402099967,ROLLING_MEAN
perm_entropy_mean_rolling_mean_5,0.002284922171384096,ROLLING_MEAN
petrosian_fd_mean_lag1,0.0022729940246790648,LAG1
wavelet_energy_5_std_lag3,0.0022637415677309036,LAG3
wavelet_energy_2_max_rolling_mean_5,0.002258195076137781,ROLLING_MEAN
alpha_power_max_lag1,0.0022532446309924126,LAG1
variance_max_rolling_mean_5,0.0022320314310491085,ROLLING_MEAN
zero_crossings_std_lag3,0.002203861018642783,LAG3
alpha_relative_mean_rolling_mean_5,0.002201544353738427,ROLLING_MEAN
beta_relative_mean_lag1,0.0021941123995929956,LAG1
line_length_std,0.0021782538387924433,STATIC
alpha_power_mean_rolling_mean_5,0.0021620667539536953,ROLLING_MEAN
mad_max_lag1,0.0021571428515017033,LAG1
ptp_mean_rolling_mean_5,0.0021406998857855797,ROLLING_MEAN
sample_entropy_max_lag3,0.0021310835145413876,LAG3
gamma_power_max_rolling_mean_5,0.0021191290579736233,ROLLING_MEAN
max_std_lag1,0.002115654293447733,LAG1
wavelet_energy_4_std_lag3,0.0021150363609194756,LAG3
wavelet_energy_3_std_lag3,0.0021115210838615894,LAG3
ptp_std_lag1,0.0020948329474776983,LAG1
wavelet_energy_3_mean_rolling_mean_5,0.0020929935853928328,ROLLING_MEAN
rms_std_rolling_mean_5,0.002092397306114435,ROLLING_MEAN
remaining_time_fraction,0.002080596284940839,POSITION
beta_relative_std_lag3,0.002071547554805875,LAG3
wavelet_energy_1_max_rolling_mean_5,0.0020669472869485617,ROLLING_MEAN
beta_power_mean_lag1,0.002038604114204645,LAG1
wavelet_energy_4_max_lag3,0.0020318329334259033,LAG3
mad_std_rolling_mean_5,0.002008371986448765,ROLLING_MEAN
higuchi_fd_mean_lag1,0.002006118418648839,LAG1
wavelet_energy_4_mean_lag1,0.001988720614463091,LAG1
line_length_mean_lag1,0.0019485793309286237,LAG1
max_std,0.0019450170220807195,STATIC
gamma_relative_max_rolling_mean_5,0.0019434982677921653,ROLLING_MEAN
iqr_std_rolling_mean_5,0.0019409492379054427,ROLLING_MEAN
theta_power_max_rolling_mean_5,0.0019409410888329148,ROLLING_MEAN
wavelet_energy_3_mean_stability_5,0.0019368059001863003,STABILITY
max_mean,0.0019267468014732003,STATIC
theta_relative_std_rolling_mean_5,0.0019168301951140165,ROLLING_MEAN
sample_entropy_max_lag1,0.0019148350693285465,LAG1
theta_relative_mean_stability_5,0.0018973483238369226,STABILITY
wavelet_energy_5_max_rolling_mean_5,0.0018804828869178891,ROLLING_MEAN
zero_crossings_std,0.001875518704764545,STATIC
perm_entropy_mean,0.0018565845675766468,STATIC
higuchi_fd_max_stability_5,0.0018414714140817523,STABILITY
spectral_entropy_mean,0.0018248503329232335,STATIC
wavelet_energy_0_max,0.0018095853738486767,STATIC
delta_power_std,0.0018054429674521089,STATIC
line_length_max_lag1,0.0017905447166413069,LAG1
perm_entropy_std,0.001773700350895524,STATIC
gamma_relative_mean,0.0017673928523436189,STATIC
wavelet_energy_3_std_rolling_mean_5,0.0017568905605003238,ROLLING_MEAN
mad_mean_lag1,0.0017467498546466231,LAG1
ptp_std,0.001739700441248715,STATIC
gamma_power_mean_lag3,0.0017376544419676065,LAG3
alpha_relative_std,0.001717681996524334,STATIC
beta_power_std_lag3,0.0016977968625724316,LAG3
elapsed_time_fraction,0.0016924870433285832,POSITION
wavelet_energy_5_max_lag1,0.0016802647151052952,LAG1
variance_std_rolling_mean_5,0.00167537247762084,ROLLING_MEAN
spectral_entropy_max_rolling_mean_5,0.0016734839882701635,ROLLING_MEAN
wavelet_energy_5_mean_stability_5,0.001663224189542234,STABILITY
beta_relative_max,0.00164953398052603,STATIC
iqr_mean_lag3,0.0016491316491737962,LAG3
mean_std_rolling_mean_5,0.0016459018224850297,ROLLING_MEAN
variance_std_stability_5,0.0016449135728180408,STABILITY
rms_mean_rolling_mean_5,0.0016448739916086197,ROLLING_MEAN
std_std_lag1,0.001640406670048833,LAG1
rms_mean_stability_5,0.0016286515165120363,STABILITY
wavelet_energy_3_mean_lag3,0.001620095456019044,LAG3
wavelet_energy_2_max,0.0015811753692105412,STATIC
zero_crossings_mean_stability_5,0.0015706256963312626,STABILITY
wavelet_energy_5_std_rolling_mean_5,0.0015673934249207377,ROLLING_MEAN
mean_max_rolling_mean_5,0.00155962526332587,ROLLING_MEAN
higuchi_fd_std_stability_5,0.0015577013837173581,STABILITY
sample_entropy_max_rolling_mean_5,0.0015499952714890242,ROLLING_MEAN
wavelet_energy_3_std,0.0015459111891686916,STATIC
wavelet_energy_4_std_rolling_mean_5,0.001541550038382411,ROLLING_MEAN
beta_power_max_lag3,0.0015400670235976577,LAG3
wavelet_energy_1_std,0.0015393209178000689,STATIC
wavelet_energy_5_max_lag3,0.0015246389666572213,LAG3
alpha_relative_mean_lag1,0.0015113991685211658,LAG1
delta_power_max_rolling_mean_5,0.0014863525284454226,ROLLING_MEAN
alpha_power_mean_lag3,0.00147914863191545,LAG3
min_max_stability_5,0.001476450590416789,STABILITY
rms_max_rolling_mean_5,0.0014682887122035027,ROLLING_MEAN
iqr_max_lag1,0.0014671694952994585,LAG1
petrosian_fd_std_stability_5,0.0014618971617892385,STABILITY
theta_relative_std,0.0014331780839711428,STATIC
line_length_std_lag1,0.001423924695700407,LAG1
min_std,0.001423383946530521,STATIC
delta_relative_mean_rolling_mean_5,0.001418950967490673,ROLLING_MEAN
alpha_relative_mean_stability_5,0.0014185424661263824,STABILITY
mad_mean_lag3,0.0014183518942445517,LAG3
higuchi_fd_max_lag1,0.001416867016814649,LAG1
theta_power_max_lag1,0.001416158047504723,LAG1
mad_std,0.0014078827807679772,STATIC
mad_std_lag3,0.0014026735443621874,LAG3
spectral_entropy_mean_rolling_mean_5,0.0014021743554621935,ROLLING_MEAN
max_mean_lag1,0.001401204033754766,LAG1
line_length_mean,0.0013981013325974345,STATIC
rms_std_lag3,0.0013788786018267274,LAG3
wavelet_energy_3_max,0.0013689245097339153,STATIC
std_mean_rolling_mean_5,0.0013654419453814626,ROLLING_MEAN
wavelet_energy_2_mean,0.0013649436878040433,STATIC
mean_mean_rolling_mean_5,0.0013636728981509805,ROLLING_MEAN
wavelet_energy_0_std,0.0013550668954849243,STATIC
wavelet_energy_5_max,0.001353953848592937,STATIC
zero_crossings_std_stability_5,0.0013518851483240724,STABILITY
delta_power_max,0.0013415173161774874,STATIC
line_length_max_lag3,0.0013414446730166674,LAG3
sample_entropy_std,0.0013218105304986238,STATIC
sample_entropy_max,0.001320217503234744,STATIC
alpha_relative_mean,0.0013196318177506328,STATIC
wavelet_energy_2_mean_rolling_mean_5,0.0013175102649256587,ROLLING_MEAN
variance_mean_lag1,0.0013157628709450364,LAG1
beta_power_mean_lag3,0.0013152459869161248,LAG3
max_mean_lag3,0.0013145396951586008,LAG3
wavelet_energy_4_mean_stability_5,0.0013076801551505923,STABILITY
relative_position_in_edf,0.0013017968740314245,POSITION
wavelet_energy_4_mean_lag3,0.0012975565623492002,LAG3
rms_max_lag1,0.0012952369870617986,LAG1
max_mean_rolling_mean_5,0.0012951692333444953,ROLLING_MEAN
std_max_rolling_mean_5,0.001288674189709127,ROLLING_MEAN
zero_crossings_max,0.001288253115490079,STATIC
line_length_std_lag3,0.0012789013562723994,LAG3
variance_std_lag1,0.0012778830714523792,LAG1
theta_power_max_lag3,0.0012605278752744198,LAG3
min_std_lag1,0.001241603516973555,LAG1
delta_power_max_lag3,0.0012346915900707245,LAG3
petrosian_fd_std_rolling_mean_5,0.001231391099281609,ROLLING_MEAN
alpha_relative_std_stability_5,0.0012302841059863567,STABILITY
theta_power_mean_lag1,0.001230013556778431,LAG1
mad_max_lag3,0.001229500980116427,LAG3
gamma_power_std_lag3,0.0012252648593857884,LAG3
spectral_entropy_std,0.0012237981427460909,STATIC
std_std_rolling_mean_5,0.0012235790491104126,ROLLING_MEAN
spectral_entropy_std_lag3,0.001221864833496511,LAG3
iqr_std_lag1,0.0012186929816380143,LAG1
wavelet_energy_5_std,0.0012113763950765133,STATIC
wavelet_energy_3_std_stability_5,0.00120578333735466,STABILITY
wavelet_energy_1_mean_stability_5,0.0012024304596707225,STABILITY
delta_relative_std_rolling_mean_5,0.0011978436959907413,ROLLING_MEAN
alpha_power_std_lag1,0.0011972535867244005,LAG1
wavelet_energy_5_max_stability_5,0.001186369569040835,STABILITY
sample_entropy_mean_stability_5,0.0011796554317697883,STABILITY
wavelet_energy_1_std_lag3,0.001177801052108407,LAG3
sample_entropy_std_stability_5,0.001175273791886866,STABILITY
wavelet_energy_2_max_lag1,0.0011749108089134097,LAG1
wavelet_energy_1_std_rolling_mean_5,0.0011702224146574736,ROLLING_MEAN
wavelet_energy_2_std_rolling_mean_5,0.00117016420699656,ROLLING_MEAN
beta_power_std,0.0011674031848087907,STATIC
gamma_relative_mean_stability_5,0.00116561574395746,STABILITY
delta_relative_max_rolling_mean_5,0.0011642399476841092,ROLLING_MEAN
iqr_std_lag3,0.0011618508724495769,LAG3
max_max_lag1,0.0011520981788635254,LAG1
min_mean_lag3,0.0011499016545712948,LAG3
spectral_entropy_max,0.0011403880780562758,STATIC
wavelet_energy_0_mean_stability_5,0.0011258914601057768,STABILITY
sample_entropy_mean_lag3,0.0011258912272751331,LAG3
spectral_entropy_mean_stability_5,0.0011172256199643016,STABILITY
wavelet_energy_1_max,0.001114116981625557,STATIC
alpha_power_mean,0.001114075304940343,STATIC
spectral_entropy_mean_lag1,0.0011085496516898274,LAG1
wavelet_energy_0_std_rolling_mean_5,0.0011068970197811723,ROLLING_MEAN
petrosian_fd_std,0.001101169502362609,STATIC
delta_relative_mean_lag3,0.0010960008949041367,LAG3
theta_relative_max_lag3,0.001091647194698453,LAG3
min_std_lag3,0.0010896169114857912,LAG3
iqr_max_lag3,0.00108723109588027,LAG3
std_mean_lag3,0.001084495335817337,LAG3
line_length_mean_lag3,0.0010833891574293375,LAG3
wavelet_energy_2_mean_lag3,0.0010786582715809345,LAG3
gamma_relative_mean_lag3,0.0010694938246160746,LAG3
theta_power_mean_stability_5,0.001067379955202341,STABILITY
gamma_power_std_rolling_mean_5,0.0010639698011800647,ROLLING_MEAN
wavelet_energy_3_max_lag3,0.0010636933147907257,LAG3
mean_std_lag3,0.0010625614086166024,LAG3
beta_power_max_lag1,0.0010623428970575333,LAG1
variance_std,0.0010608467273414135,STATIC
petrosian_fd_std_lag3,0.0010582495015114546,LAG3
theta_power_std_stability_5,0.0010577585780993104,STABILITY
rms_std_lag1,0.0010572616010904312,LAG1
higuchi_fd_mean_stability_5,0.0010493892477825284,STABILITY
theta_relative_max,0.0010486713144928217,STATIC
ptp_max_rolling_mean_5,0.0010469567496329546,ROLLING_MEAN
wavelet_energy_1_std_stability_5,0.0010460114572197199,STABILITY
wavelet_energy_4_std,0.001045488752424717,STATIC
alpha_power_std_lag3,0.0010415244614705443,LAG3
alpha_relative_std_lag1,0.0010358775034546852,LAG1
wavelet_energy_1_mean_lag1,0.0010348677169531584,LAG1
gamma_relative_std_stability_5,0.0010338095016777515,STABILITY
higuchi_fd_max_lag3,0.001032895757816732,LAG3
alpha_power_mean_lag1,0.001032506232149899,LAG1
wavelet_energy_5_mean_lag3,0.0010309764184057713,LAG3
wavelet_energy_1_max_lag1,0.0010300710564479232,LAG1
max_max_lag3,0.0010299674468114972,LAG3
line_length_mean_rolling_mean_5,0.001023094286210835,ROLLING_MEAN
wavelet_energy_0_mean,0.001018832204863429,STATIC
petrosian_fd_max_stability_5,0.001017696806229651,STABILITY
wavelet_energy_0_std_lag1,0.0010134598705917597,LAG1
min_mean,0.0010119231883436441,STATIC
delta_relative_max,0.0010105930268764496,STATIC
wavelet_energy_0_max_rolling_mean_5,0.0010105062974616885,ROLLING_MEAN
theta_power_std_rolling_mean_5,0.0010072553995996714,ROLLING_MEAN
min_mean_lag1,0.0010067012626677752,LAG1
perm_entropy_max_stability_5,0.0010054914746433496,STABILITY
iqr_mean_lag1,0.0010027934331446886,LAG1
gamma_relative_max_lag1,0.0009961033938452601,LAG1
alpha_power_max_stability_5,0.0009909997461363673,STABILITY
wavelet_energy_3_max_stability_5,0.0009877918055281043,STABILITY
gamma_relative_max_lag3,0.000986510538496077,LAG3
higuchi_fd_mean_lag3,0.0009705528500489891,LAG3
std_std,0.0009672517771832645,STATIC
mean_mean_lag3,0.0009671430452726781,LAG3
wavelet_energy_2_max_lag3,0.0009649101411923766,LAG3
mad_max,0.0009647879051044583,STATIC
delta_relative_mean,0.000962580437771976,STATIC
theta_power_std_lag3,0.0009606373496353626,LAG3
ptp_mean_lag3,0.000960580597165972,LAG3
delta_relative_std,0.0009547020890749991,STATIC
iqr_std,0.000953276758082211,STATIC
delta_relative_std_lag1,0.0009505146299488842,LAG1
max_max,0.000947376771364361,STATIC
mad_std_stability_5,0.0009455165127292275,STABILITY
wavelet_energy_0_std_lag3,0.0009429866331629455,LAG3
beta_power_std_lag1,0.0009423683513887227,LAG1
theta_relative_max_lag1,0.0009419841226190329,LAG1
spectral_entropy_max_lag1,0.0009416816174052656,LAG1
wavelet_energy_0_max_stability_5,0.0009391313069500029,STABILITY
delta_relative_mean_stability_5,0.0009354334906674922,STABILITY
wavelet_energy_0_mean_lag1,0.0009291504975408316,LAG1
alpha_relative_max_lag3,0.0009254631586372852,LAG3
petrosian_fd_std_lag1,0.0009193528676405549,LAG1
mean_mean_stability_5,0.0009188625845126808,STABILITY
max_std_stability_5,0.0009187951218336821,STABILITY
beta_relative_max_lag1,0.0009170416160486639,LAG1
rms_max_lag3,0.0009092258987948298,LAG3
variance_mean_rolling_mean_5,0.0009089391678571701,ROLLING_MEAN
wavelet_energy_2_mean_lag1,0.0009088318911381066,LAG1
mean_std_stability_5,0.0009075599955394864,STABILITY
theta_power_std,0.0009071330423466861,STATIC
perm_entropy_std_lag1,0.0009050553198903799,LAG1
wavelet_energy_2_mean_stability_5,0.0009027994819916785,STABILITY
spectral_entropy_mean_lag3,0.000901778694242239,LAG3
alpha_power_std_stability_5,0.000899674603715539,STABILITY
beta_relative_std_lag1,0.0008944131550379097,LAG1
wavelet_energy_2_std,0.0008943352149799466,STATIC
alpha_power_max_lag3,0.000894312746822834,LAG3
wavelet_energy_0_max_lag3,0.0008914972422644496,LAG3
max_std_lag3,0.0008867213036864996,LAG3
wavelet_energy_1_max_lag3,0.0008831390296109021,LAG3
alpha_power_max,0.0008828663267195225,STATIC
line_length_mean_stability_5,0.0008812244050204754,STABILITY
theta_relative_std_stability_5,0.0008810220751911402,STABILITY
delta_power_std_rolling_mean_5,0.0008707743254490197,ROLLING_MEAN
sample_entropy_max_stability_5,0.0008688589441590011,STABILITY
delta_power_mean_stability_5,0.0008618303691036999,STABILITY
wavelet_energy_1_mean_lag3,0.000854332058224827,LAG3
ptp_max,0.0008531956700608134,STATIC
alpha_relative_mean_lag3,0.0008498130482621491,LAG3
wavelet_energy_4_std_lag1,0.0008457155781798065,LAG1
wavelet_energy_0_mean_lag3,0.0008408671710640192,LAG3
wavelet_energy_4_std_stability_5,0.0008366305846720934,STABILITY
zero_crossings_max_stability_5,0.0008355523459613323,STABILITY
beta_relative_max_rolling_mean_5,0.0008243964402936399,ROLLING_MEAN
zero_crossings_mean,0.0008242714102379978,STATIC
wavelet_energy_5_mean,0.0008230304229073226,STATIC
min_mean_rolling_mean_5,0.0008204544428735971,ROLLING_MEAN
spectral_entropy_std_lag1,0.0008168313652276993,LAG1
gamma_power_max_stability_5,0.0008154300739988685,STABILITY
gamma_power_std_lag1,0.0008137777913361788,LAG1
wavelet_energy_1_std_lag1,0.0008122590952552855,LAG1
theta_power_mean_lag3,0.0008073898497968912,LAG3
max_mean_stability_5,0.0008064647554419935,STABILITY
min_max_lag3,0.0008063762215897441,LAG3
alpha_relative_max_lag1,0.0008062805281952024,LAG1
wavelet_energy_2_std_lag1,0.0008055205689743161,LAG1
wavelet_energy_1_max_stability_5,0.0008053787751123309,STABILITY
alpha_relative_max,0.0008046426228247583,STATIC
mad_mean_stability_5,0.0007991624879650772,STABILITY
theta_power_max_stability_5,0.0007883833022788167,STABILITY
wavelet_energy_5_std_stability_5,0.0007882022764533758,STABILITY
theta_relative_std_lag1,0.0007875420851632953,LAG1
mean_std_lag1,0.0007874378352425992,LAG1
beta_relative_max_lag3,0.0007855717558413744,LAG3
theta_relative_mean_lag3,0.0007854177383705974,LAG3
beta_relative_mean_lag3,0.0007850967231206596,LAG3
ptp_max_lag3,0.0007844401407055557,LAG3
beta_relative_max_stability_5,0.0007827143417671323,STABILITY
spectral_entropy_std_stability_5,0.0007816223660483956,STABILITY
mad_std_lag1,0.0007800026214681566,LAG1
line_length_max_stability_5,0.0007694403175264597,STABILITY
min_mean_stability_5,0.0007651195046491921,STABILITY
mean_std,0.0007633938803337514,STATIC
theta_power_max,0.0007574615301564336,STATIC
mean_max,0.000755458720959723,STATIC
gamma_power_mean_lag1,0.0007544552790932357,LAG1
alpha_relative_std_lag3,0.0007538911304436624,LAG3
gamma_relative_max_stability_5,0.0007515125325880945,STABILITY
ptp_max_lag1,0.0007506635156460106,LAG1
max_max_stability_5,0.0007505794055759907,STABILITY
std_mean_stability_5,0.000743930577300489,STABILITY
min_std_stability_5,0.0007396418950520456,STABILITY
wavelet_energy_0_max_lag1,0.0007386620854958892,LAG1
theta_power_mean,0.0007382860057987273,STATIC
iqr_mean_stability_5,0.000732388929463923,STABILITY
gamma_power_max_lag1,0.0007278711418621242,LAG1
iqr_max_stability_5,0.0007226634188555181,STABILITY
mean_max_lag1,0.0007225380977615714,LAG1
std_max_lag1,0.0007065643440000713,LAG1
min_max_lag1,0.0007025987724773586,LAG1
std_max_stability_5,0.000701173790730536,STABILITY
spectral_entropy_max_lag3,0.000700797070749104,LAG3
theta_relative_std_lag3,0.0006997276796028018,LAG3
rms_std,0.000698382908012718,STATIC
gamma_power_max,0.0006980954203754663,STATIC
delta_relative_max_lag3,0.0006928440416231751,LAG3
delta_power_mean_lag3,0.0006885163020342588,LAG3
zero_crossings_mean_lag3,0.0006799657130613923,LAG3
beta_power_mean_stability_5,0.0006774541107006371,STABILITY
wavelet_energy_2_max_stability_5,0.0006727064028382301,STABILITY
wavelet_energy_2_std_stability_5,0.0006699112709611654,STABILITY
mean_max_stability_5,0.0006613143486902118,STABILITY
theta_relative_max_stability_5,0.0006603759247809649,STABILITY
wavelet_energy_3_std_lag1,0.0006593235302716494,LAG1
std_std_stability_5,0.0006581356865353882,STABILITY
delta_relative_std_lag3,0.0006576033192686737,LAG3
delta_power_mean,0.0006571229314431548,STATIC
wavelet_energy_3_max_lag1,0.0006559991161338985,LAG1
delta_relative_max_stability_5,0.0006499937735497952,STABILITY
variance_max_stability_5,0.0006495474954135716,STABILITY
rms_max_stability_5,0.0006457502604462206,STABILITY
delta_relative_std_stability_5,0.0006447173655033112,STABILITY
delta_power_max_stability_5,0.0006381192361004651,STABILITY
theta_power_std_lag1,0.0006373755750246346,LAG1
gamma_power_max_lag3,0.0006373010692186654,LAG3
wavelet_energy_5_mean_lag1,0.0006312529440037906,LAG1
beta_power_max_stability_5,0.0006302048568613827,STABILITY
spectral_entropy_max_stability_5,0.000627717177849263,STABILITY
wavelet_energy_4_max_stability_5,0.0006269291625358164,STABILITY
delta_power_std_stability_5,0.0006258439971134067,STABILITY
ptp_mean_stability_5,0.0006159720942378044,STABILITY
mean_mean,0.0006157875759527087,STATIC
beta_power_std_stability_5,0.0006057257996872067,STABILITY
beta_power_max,0.0006037007551640272,STATIC
delta_relative_max_lag1,0.0006003562011756003,LAG1
mad_max_stability_5,0.0005993653321638703,STABILITY
beta_relative_std_stability_5,0.0005896121147088706,STABILITY
delta_power_std_lag3,0.0005861290846951306,LAG3
line_length_std_stability_5,0.0005829354049637914,STABILITY
variance_mean_stability_5,0.00058078917209059,STABILITY
variance_mean,0.0005753440782427788,STATIC
rms_std_stability_5,0.0005730301490984857,STABILITY
alpha_relative_max_stability_5,0.000564604764804244,STABILITY
alpha_power_mean_stability_5,0.0005575775285251439,STABILITY
delta_power_std_lag1,0.0005549006746150553,LAG1
gamma_power_std,0.0005533269140869379,STATIC
ptp_mean,0.0005369725986383855,STATIC
wavelet_energy_2_std_lag3,0.000511946389451623,LAG3
mean_max_lag3,0.0005087500321678817,LAG3
rms_max,0.0005056866793893278,STATIC
ptp_std_stability_5,0.0005009458400309086,STABILITY
mean_mean_lag1,0.0004722204466816038,LAG1
gamma_power_mean_stability_5,0.0004676927055697888,STABILITY
ptp_max_stability_5,0.00045206601498648524,STABILITY
variance_max_lag3,0.00042934552766382694,LAG3
delta_relative_mean_lag1,0.0004293338570278138,LAG1
std_std_lag3,0.00042329280404374003,LAG3
variance_mean_lag3,0.0004192221094854176,LAG3
iqr_std_stability_5,0.0004095535259693861,STABILITY
delta_power_mean_lag1,0.0003982145863119513,LAG1
std_mean_lag1,0.0003553538990672678,LAG1
ptp_mean_lag1,0.00035206429311074317,LAG1
wavelet_energy_0_std_stability_5,0.00034963435609824955,STABILITY
rms_mean,0.0003351850318722427,STATIC
std_max,0.0003018864954356104,STATIC
gamma_power_std_stability_5,0.0002803862444125116,STABILITY
std_max_lag3,0.00025722416467033327,LAG3
rms_mean_lag1,0.0002481600677128881,LAG1
rms_mean_lag3,0.00022352105588652194,LAG3
std_mean,0.00021676546020898968,STATIC
variance_std_lag3,0.0001822400081437081,LAG3
variance_max,0.0,STATIC
